,0
AAPL-HLT,0.0015432098765432098
AAPL-KLAC,0.0015432098765432098
AAPL-MAR,0.0015432098765432098
AAPL-TMO,0.0015432098765432098
ABBV-SPOT,0.0015432098765432098
ABT-ACN,0.0015432098765432098
ABT-AMAT,0.0015432098765432098
ABT-AMD,0.0015432098765432098
ABT-AMGN,0.0015432098765432098
ABT-BAC,0.0015432098765432098
ABT-BLK,0.0015432098765432098
ABT-C,0.0015432098765432098
ABT-CME,0.0015432098765432098
ABT-F,0.0015432098765432098
ABT-FOXA,0.0015432098765432098
ABT-GM,0.0015432098765432098
ABT-GOOG,0.0015432098765432098
ABT-ICE,0.0015432098765432098
ABT-ISRG,0.0015432098765432098
ABT-JPM,0.0015432098765432098
ABT-LRCX,0.0015432098765432098
ABT-MU,0.0015432098765432098
ABT-NKE,0.0015432098765432098
ABT-QCOM,0.0015432098765432098
ABT-SCHW,0.0015432098765432098
ABT-TSLA,0.0015432098765432098
ABT-VRTX,0.0015432098765432098
ABT-WBD,0.0015432098765432098
ABT-WFC,0.0015432098765432098
ABT-ZTS,0.0015432098765432098
ACN-BAC,0.0015432098765432098
ACN-BX,0.0015432098765432098
ACN-DHR,0.0015432098765432098
ACN-F,0.0015432098765432098
ACN-GOOG,0.0015432098765432098
ACN-HD,0.0015432098765432098
ACN-INTU,0.0015432098765432098
ACN-KKR,0.0015432098765432098
ACN-MSFT,0.0015432098765432098
ADBE-AMGN,0.0015432098765432098
ADBE-CHTR,0.0015432098765432098
ADBE-VRTX,0.0015432098765432098
ADI-HCA,0.0015432098765432098
ADI-IBKR,0.0015432098765432098
ADI-OMC,0.0015432098765432098
ADI-ORCL,0.0015432098765432098
ADI-YUM,0.0015432098765432098
ADP-ELV,0.0015432098765432098
ADP-IBM,0.0015432098765432098
ADP-UNH,0.0015432098765432098
AMAT-CSCO,0.0015432098765432098
AMAT-FOXA,0.0015432098765432098
AMAT-JPM,0.0015432098765432098
AMD-ZTS,0.0015432098765432098
AMGN-AMZN,0.0015432098765432098
AMGN-BMY,0.0015432098765432098
AMGN-CHTR,0.0015432098765432098
AMGN-CI,0.0015432098765432098
AMGN-CMCSA,0.0015432098765432098
AMGN-CRM,0.0015432098765432098
AMGN-DIS,0.0015432098765432098
AMGN-FLUT,0.0015432098765432098
AMGN-GM,0.0015432098765432098
AMGN-ICE,0.0015432098765432098
AMGN-INTU,0.0015432098765432098
AMGN-ISRG,0.0015432098765432098
AMGN-LULU,0.0015432098765432098
AMGN-MCK,0.0015432098765432098
AMGN-MCO,0.0015432098765432098
AMGN-MDT,0.0015432098765432098
AMGN-META,0.0015432098765432098
AMGN-MRK,0.0015432098765432098
AMGN-NFLX,0.0015432098765432098
AMGN-NKE,0.0015432098765432098
AMGN-NOW,0.0015432098765432098
AMGN-PINS,0.0015432098765432098
AMGN-RCL,0.0015432098765432098
AMGN-SPGI,0.0015432098765432098
AMGN-SPOT,0.0015432098765432098
AMGN-TTWO,0.0015432098765432098
AMGN-UBER,0.0015432098765432098
AMGN-VRTX,0.0015432098765432098
AMGN-VZ,0.0015432098765432098
AMGN-WBD,0.0015432098765432098
AMGN-ZG,0.0015432098765432098
AMGN-ZTS,0.0015432098765432098
AMZN-BMY,0.0015432098765432098
AMZN-CHTR,0.0015432098765432098
AMZN-MCK,0.0015432098765432098
AMZN-MDT,0.0015432098765432098
AMZN-MRK,0.0015432098765432098
AMZN-PGR,0.0015432098765432098
AMZN-REGN,0.0015432098765432098
AMZN-TTWO,0.0015432098765432098
AMZN-VRTX,0.0015432098765432098
ANET-FWONA,0.0015432098765432098
AON-MMC,0.0015432098765432098
AVGO-HLT,0.0015432098765432098
AVGO-MAR,0.0015432098765432098
AXP-HCA,0.0015432098765432098
AXP-HLT,0.0015432098765432098
AXP-RY,0.0015432098765432098
AZO-LLY,0.0015432098765432098
AZO-MCD,0.0015432098765432098
AZO-SPOT,0.0015432098765432098
AZO-VZ,0.0015432098765432098
BAC-FOXA,0.0015432098765432098
BDX-BKNG,0.0015432098765432098
BDX-BLK,0.0015432098765432098
BDX-BMY,0.0015432098765432098
BDX-BRK-B,0.0015432098765432098
BDX-BSX,0.0015432098765432098
BDX-BX,0.0015432098765432098
BDX-C,0.0015432098765432098
BDX-CB,0.0015432098765432098
BDX-CHTR,0.0015432098765432098
BDX-CI,0.0015432098765432098
BDX-CMCSA,0.0015432098765432098
BDX-CME,0.0015432098765432098
BDX-CMG,0.0015432098765432098
BDX-CRM,0.0015432098765432098
BDX-CSCO,0.0015432098765432098
BDX-CVS,0.0015432098765432098
BDX-DHI,0.0015432098765432098
BDX-DHR,0.0015432098765432098
