Date,0
2023-04-03,0.0
2023-04-04,0.0
2023-04-05,0.0
2023-04-06,0.0
2023-04-10,0.0
2023-04-11,0.0
2023-04-12,0.0
2023-04-13,0.0
2023-04-14,0.0
2023-04-17,0.0
2023-04-18,0.0
2023-04-19,0.0
2023-04-20,0.0
2023-04-21,0.0
2023-04-24,0.0
2023-04-25,0.0
2023-04-26,0.0
2023-04-27,0.0
2023-04-28,0.0
2023-05-01,0.0
2023-05-02,0.0006928473342613694
2023-05-03,-0.00038392989280437164
2023-05-04,0.00018249679130279711
2023-05-05,0.0041077578976118035
2023-05-08,0.0020732342744794762
2023-05-09,-0.0010447878260164373
2023-05-10,-0.0008528372764586492
2023-05-11,0.0006109398910893273
2023-05-12,0.002539602770935764
2023-05-15,-0.001650224015025431
2023-05-16,-0.0025898566919176913
2023-05-17,0.0004856109246633781
2023-05-18,-0.0016517968662779405
2023-05-19,0.0011495764613137988
2023-05-22,-0.0006182773196561826
2023-05-23,-0.0018109977101457423
2023-05-24,-0.0008844104739082552
2023-05-25,-0.00805803469164588
2023-05-26,-0.0026749130543817913
2023-05-30,-0.004834184050916516
2023-05-31,0.003109857283144691
2023-06-01,0.006503816245936502
2023-06-02,0.0064268112457938
2023-06-05,0.0006761284655793772
2023-06-06,-0.0003467083867753389
2023-06-07,0.0004770683456108469
2023-06-08,0.002549575542548171
2023-06-09,0.0002930983666719648
2023-06-12,-0.00016045536987197416
2023-06-13,-2.8082093381089912e-05
2023-06-14,0.00017759514533675515
2023-06-15,-0.0010588047274379731
2023-06-16,-0.0011411380000298569
2023-06-20,0.007543860777982146
2023-06-21,2.2703363975576667e-05
2023-06-22,0.000411870332692349
2023-06-23,4.143341204637371e-05
2023-06-26,0.0013134614040148504
2023-06-27,0.00014685025750399975
2023-06-28,-0.0004972141438831753
2023-06-29,0.0010642132299739408
2023-06-30,-0.0030686417191754943
2023-07-03,0.0024448857550446166
2023-07-05,0.0011275686936641732
2023-07-06,0.0026099091835389762
2023-07-07,0.0001739320167193936
2023-07-10,0.0012002795267254485
2023-07-11,6.44797331311288e-05
2023-07-12,0.0008570665490394587
2023-07-13,-0.008975943508198785
2023-07-14,0.0017016349112802772
2023-07-17,-0.00024825067070627843
2023-07-18,-0.002897376435279847
2023-07-19,0.004059243458799144
2023-07-20,0.0032584686116171203
2023-07-21,-0.0012312628388712193
2023-07-24,-0.0060833028409743055
2023-07-25,-0.0027716674866829416
2023-07-26,5.7929690569163614e-05
2023-07-27,0.002409369532182335
2023-07-28,-0.0005461093876420627
2023-07-31,0.0012488180934375358
2023-08-01,0.00042596078590061284
2023-08-02,0.00015322451092884877
2023-08-03,-0.0005438041593659366
2023-08-04,0.00027994377824089555
2023-08-07,0.00047440767567383864
2023-08-08,-0.004353817573118002
2023-08-09,-0.000415698311935975
2023-08-10,-0.0003142968375439166
2023-08-11,-0.00026357941172813954
2023-08-14,0.00048692727365437456
2023-08-15,0.00034018265911371317
2023-08-16,-0.000530907023100679
2023-08-17,-0.003668816840533135
2023-08-18,-0.0011827150415936987
2023-08-21,-0.0015185645736480976
2023-08-22,-0.0017138143622290397
2023-08-23,-0.0005632868743946409
2023-08-24,0.0013625810507093305
2023-08-25,0.0005587460823749964
2023-08-28,0.0021378980665752757
2023-08-29,0.00023551753493194886
2023-08-30,0.0009520424992404118
2023-08-31,-0.0002560225795778334
2023-09-01,-0.0005263839887939362
2023-09-05,0.00011269348853581861
2023-09-06,-0.0036939534361667583
2023-09-07,0.002679546889388535
2023-09-08,0.0027245504338089233
2023-09-11,0.0014356234925851988
2023-09-12,0.0023425150620151407
2023-09-13,-9.197113256707704e-05
2023-09-14,0.0016472715091032791
2023-09-15,0.002019618747703135
2023-09-18,-6.372742169646519e-05
2023-09-19,-0.0009446623918971357
2023-09-20,-0.0012971036845269494
2023-09-21,-0.0034028061970051288
2023-09-22,0.0005844612566314976
2023-09-25,-0.0003732091320276131
2023-09-26,-0.0005174613089837767
2023-09-27,-0.0027354227642395813
2023-09-28,0.005931321288073668
2023-09-29,0.0009488677204690496
2023-10-02,-0.002362357417780167
2023-10-03,-0.003038194729416687
2023-10-04,0.00018367178783677783
2023-10-05,0.0008426128174574904
2023-10-06,-0.0021880948377117496
2023-10-09,-0.0007634926848431792
2023-10-10,2.3297104481866166e-05
2023-10-11,-0.003573508362376778
2023-10-12,-0.00583013464720192
2023-10-13,0.003600360824211754
2023-10-16,-0.0006495534564019814
2023-10-17,-0.0010067241752669991
2023-10-18,-0.00017296737468654942
2023-10-19,0.002097824833484925
2023-10-20,0.0001353326233779598
2023-10-23,0.0011692606247342054
2023-10-24,0.0011880324449708554
2023-10-25,-0.004745759988450971
2023-10-26,0.000230415307493114
2023-10-27,-0.003639259082932625
2023-10-30,0.0033856437983515175
2023-10-31,0.003621627564864265
2023-11-01,-0.0005749254054227058
2023-11-02,0.0061134379235648385
2023-11-03,-0.0024361836176151385
2023-11-06,-0.0005130394437942856
2023-11-07,-0.00174280111718983
2023-11-08,0.0009766218608571677
2023-11-09,0.0025511112488173565
2023-11-10,0.0021615172393434972
2023-11-13,0.0008465556839557401
2023-11-14,0.002879180238522439
2023-11-15,0.000640434689741436
2023-11-16,0.0006530428546834946
2023-11-17,0.0029864627850207043
2023-11-20,-0.0015808242281314215
2023-11-21,0.0007537809489239278
2023-11-22,0.00035592535418692484
2023-11-24,-0.0005566805842057938
2023-11-27,-0.00027318993612923995
2023-11-28,0.000640288967947915
2023-11-29,0.0004114050949682112
2023-11-30,-0.0012110133410811598
